Sex,Age,Breed,Number,Accommodation,Area,Ext,Obs,Shy,Calm,Afraid,Clever,Vigilant,Persevering,Affectionate,Friendly,Lonely,Brutal,Dominant,Aggressive,Impulsive,Predictable,Distracted,Abundance,PredBird,PredMamm,length,origin,min_life_expectancy,max_life_expectancy,min_weight,max_weight,family_friendly,shedding,general_health,playfulness,children_friendly,grooming,intelligence,other_pets_friendly
0,2,10,2,0,2,1,1,1,4,1,5,5,5,4,2,4,2,4,1,1,4,3,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,2,1,1,1,3,2,2,5,3,5,5,4,3,2,3,1,3,4,4,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,0,1,1,1,2,3,2,5,5,4,5,4,1,1,2,1,1,4,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,0,2,1,1,5,4,5,5,4,4,3,2,2,4,4,5,4,5,1,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,1,1,1,2,4,1,5,4,5,3,3,4,3,5,5,3,4,1,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,0,0,1,1,3,5,3,4,4,4,5,4,3,1,3,1,2,3,2,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,1,1,1,2,2,2,3,3,4,4,4,1,1,1,1,4,4,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,2,0,0,1,1,2,1,1,5,5,5,5,4,1,5,3,1,1,4,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,5,1,1,1,1,1,2,1,5,5,5,5,3,1,4,3,1,5,3,2,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,0,0,1,1,2,2,2,5,5,5,3,4,4,2,2,2,2,3,2,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,11,10,5,1,1,1,1,2,1,2,2,3,3,3,3,1,1,2,2,2,2,3,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,2,2,0,1,1,4,4,3,4,4,4,4,2,1,4,3,3,4,3,3,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,4,1,0,1,1,1,3,1,3,3,3,2,2,5,4,4,4,4,2,3,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,3,2,1,1,1,2,5,5,5,5,5,5,1,4,5,4,4,3,3,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,2,0,1,1,5,4,5,4,5,4,5,2,5,1,1,1,1,4,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,2,1,1,1,4,3,1,5,5,5,5,3,1,4,3,1,3,4,4,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,0,0,1,1,4,1,3,3,5,4,5,4,1,3,5,3,4,4,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,1,0,1,1,1,2,2,5,3,5,2,5,2,4,4,3,4,3,5,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,2,1,0,1,1,1,3,1,2,3,1,1,3,1,1,3,1,2,3,2,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,3,1,1,1,1,1,4,4,3,5,5,2,1,3,2,3,2,4,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,1,0,1,1,3,2,1,4,2,4,2,2,1,1,1,1,1,4,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,2,1,1,1,2,2,5,3,5,5,5,2,1,1,1,1,2,5,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,3,1,0,1,1,1,1,1,5,4,5,5,4,2,3,5,4,5,4,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,1,2,1,1,4,2,3,4,5,5,5,4,1,1,2,3,4,4,3,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,2,1,0,1,1,1,1,2,5,4,5,3,5,2,3,4,3,5,3,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,1,0,1,1,2,2,2,5,4,4,5,4,4,3,3,2,4,4,4,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,3,1,1,1,2,2,1,5,4,4,4,3,2,2,5,3,4,3,2,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,5,3,0,1,1,2,1,1,5,2,5,5,5,1,4,4,2,3,5,4,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,3,3,0,1,1,2,2,1,4,3,4,4,4,1,2,2,1,3,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,3,3,0,1,1,1,2,1,4,2,4,5,5,1,2,4,1,3,5,2,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,11,10,5,1,0,1,1,1,3,1,5,5,4,5,4,2,2,4,3,4,4,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,0,2,1,1,2,2,3,5,5,5,4,4,4,4,4,2,1,3,1,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,4,3,1,1,1,1,4,1,4,4,4,4,4,4,1,1,1,4,2,2,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,5,0,2,1,1,1,1,1,5,4,5,5,4,3,1,5,4,3,5,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,4,1,0,1,1,1,1,2,5,5,4,5,3,1,3,4,3,3,3,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,3,3,1,1,1,1,2,1,4,3,3,2,4,1,2,2,1,2,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,0,0,1,1,4,2,4,2,2,2,2,2,4,2,2,4,4,2,5,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,0,2,1,1,4,1,5,5,5,3,3,3,4,4,1,5,4,2,5,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,3,1,1,1,2,3,3,5,4,5,5,4,4,1,5,3,4,5,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,1,2,1,1,1,1,2,1,5,2,5,5,4,1,4,4,2,4,4,5,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,2,0,1,1,1,1,1,1,2,2,4,4,4,1,3,1,1,2,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,2,1,1,1,1,3,3,5,4,5,5,5,2,3,3,3,3,3,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,1,1,1,2,5,2,5,5,5,5,5,4,1,1,2,5,5,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,1,0,1,1,1,2,1,5,3,5,5,5,1,3,1,1,1,4,5,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,0,1,1,1,2,1,2,5,2,5,4,5,1,4,3,3,5,1,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,2,2,0,1,1,2,4,1,4,4,3,4,4,1,1,1,1,1,1,1,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,1,2,1,1,1,1,4,1,5,2,5,5,4,1,3,3,1,5,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,1,1,1,1,1,5,1,4,3,4,3,3,5,1,4,1,1,2,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,5,1,1,1,1,3,3,2,4,5,5,5,5,2,2,4,5,5,5,4,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,0,2,1,1,1,3,1,3,3,3,1,3,3,1,1,1,1,3,2,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,2,2,1,1,2,3,2,3,4,4,3,4,3,1,2,1,3,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,2,0,0,1,1,1,5,3,5,4,5,1,5,1,1,4,3,1,4,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,3,0,1,1,4,4,2,5,5,5,5,4,1,2,4,1,2,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,3,0,1,1,4,4,1,5,5,5,5,3,2,1,4,1,4,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,3,1,0,1,1,3,4,1,4,4,4,2,2,1,1,3,1,1,1,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,3,2,1,1,2,1,1,2,2,1,2,3,2,3,2,2,3,3,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,0,0,1,1,4,4,4,5,5,4,5,3,5,2,2,1,3,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,0,2,1,1,2,4,2,5,5,5,5,4,3,2,2,2,3,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,3,0,1,1,1,1,3,2,1,1,1,4,4,4,4,3,4,3,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,1,0,0,1,1,1,3,2,4,4,4,3,4,3,2,2,2,3,3,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,0,2,1,1,3,3,4,4,4,4,4,4,2,1,1,3,1,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,11,10,2,3,2,1,1,4,5,3,5,5,5,4,4,3,1,4,2,2,5,5,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,3,1,1,1,3,3,3,4,4,4,4,3,2,3,3,3,4,2,2,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,1,2,1,1,4,2,3,4,4,3,2,4,3,1,3,3,1,4,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,2,1,1,1,2,3,2,5,5,1,1,3,3,3,1,1,5,1,5,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,3,2,1,1,2,3,2,4,4,5,5,4,2,4,3,5,5,5,2,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,2,1,0,1,1,1,1,1,5,4,4,5,5,1,3,3,1,2,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,4,2,1,1,1,1,2,2,2,2,2,2,1,2,1,1,2,1,2,2,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,1,3,1,1,1,4,1,3,4,4,3,4,2,1,2,4,4,4,1,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,3,1,1,1,1,3,1,4,4,4,4,4,2,1,1,1,1,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,1,0,0,1,1,1,2,4,5,5,4,5,5,4,3,3,3,3,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,0,2,1,1,2,3,3,4,4,4,4,4,2,2,2,3,3,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,3,3,0,1,1,1,2,1,5,3,4,5,5,1,2,2,1,2,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,1,0,1,1,3,1,3,5,5,5,5,3,2,3,2,3,3,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,3,1,1,1,1,2,2,4,5,5,5,4,4,4,1,1,1,1,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,1,1,1,1,2,1,4,4,4,3,4,2,2,3,2,1,3,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,1,0,1,1,1,2,1,5,5,5,4,4,3,1,1,1,1,1,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,2,0,2,1,1,1,1,1,5,2,4,5,5,2,4,4,2,4,3,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,3,2,1,1,1,5,1,5,5,5,5,5,1,3,5,1,1,1,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,1,3,1,1,1,1,1,3,5,4,5,4,4,2,2,5,3,4,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,0,2,1,1,3,3,2,3,3,2,3,3,3,1,2,2,2,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,3,2,1,1,2,1,1,5,4,5,5,4,2,5,4,1,5,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,0,1,1,1,1,3,1,1,3,4,4,4,2,2,2,1,2,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,1,0,2,1,1,1,2,5,5,5,5,4,4,1,3,1,2,2,3,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,0,0,1,1,2,3,3,5,4,5,5,3,1,3,3,1,1,4,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,2,1,1,1,4,3,5,5,5,5,5,2,1,3,3,2,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,2,0,2,1,1,1,3,1,4,4,3,4,5,1,3,1,1,4,4,5,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,2,3,1,1,1,4,3,1,4,4,4,2,3,3,1,3,1,4,4,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,1,1,1,1,2,2,2,5,4,5,3,5,2,3,4,2,4,3,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,5,0,0,1,1,4,5,2,5,5,5,5,4,2,1,1,1,1,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,0,2,1,1,1,3,3,5,5,5,5,5,1,3,3,3,1,4,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,3,0,1,1,1,1,2,4,3,4,4,2,3,4,4,1,1,4,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,3,2,1,1,2,3,2,4,4,3,4,4,1,2,2,2,3,4,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,0,0,1,1,1,4,1,5,2,5,5,5,1,2,2,1,4,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,2,1,1,1,1,3,3,5,5,4,5,4,1,2,2,2,4,3,5,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,0,2,1,1,1,1,2,4,4,4,3,4,3,3,3,3,4,4,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,1,3,1,1,1,1,4,3,4,1,4,3,3,4,4,4,3,4,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,3,1,1,1,4,2,1,5,5,3,4,4,2,1,3,1,3,3,5,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,0,0,1,1,2,4,2,5,4,3,5,5,2,1,2,2,1,3,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,1,0,1,1,3,5,1,5,5,5,5,3,3,1,3,1,4,4,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,0,2,1,1,1,3,2,4,3,4,4,2,1,3,4,4,4,3,2,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,1,0,1,1,1,3,4,4,4,4,4,3,3,1,3,3,1,4,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,4,2,1,1,1,1,1,1,5,4,5,3,4,1,3,4,1,5,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,3,2,1,1,4,1,4,4,3,4,3,1,2,2,4,4,1,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,2,0,1,1,1,2,1,4,4,4,3,4,3,1,4,1,2,3,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,0,0,1,1,2,2,1,5,4,3,2,2,1,1,2,2,2,2,1,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,2,1,1,4,5,3,5,3,5,3,3,3,1,3,3,1,5,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,1,2,1,1,3,4,3,5,5,5,5,1,4,2,2,2,2,4,4,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,3,1,1,1,2,2,1,4,4,5,5,4,2,3,4,3,5,2,2,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,0,2,1,1,1,4,1,4,4,4,4,4,2,1,4,4,2,4,2,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,5,1,0,1,1,1,1,3,3,1,3,3,3,3,3,3,3,3,3,3,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,0,1,1,1,4,4,5,4,4,4,5,2,2,3,3,5,3,4,4,0,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,2,1,1,1,3,4,2,3,4,5,2,4,4,1,3,1,4,4,5,2,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,2,3,2,1,1,2,1,3,5,3,3,5,4,1,3,3,1,3,5,3,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,3,3,2,1,1,4,4,1,5,5,4,2,3,5,3,5,1,1,3,2,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,3,0,1,1,2,4,1,5,5,5,5,3,2,1,4,1,1,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,11,10,1,3,1,1,1,4,2,3,4,4,5,4,2,4,3,3,3,4,3,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,3,1,1,1,1,1,1,5,5,5,5,5,1,3,3,4,4,5,1,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,2,1,1,1,2,5,3,5,5,5,5,5,1,1,1,3,1,3,1,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,3,1,1,1,4,2,1,5,3,4,5,4,1,2,2,4,4,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,3,1,1,1,4,3,1,5,4,5,4,3,3,3,3,1,2,2,5,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,3,1,1,1,2,3,3,5,4,5,5,2,1,4,4,3,3,4,3,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,4,0,1,1,1,1,1,1,4,2,4,3,4,1,1,1,1,4,3,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,3,1,1,1,1,4,2,4,4,4,4,4,1,1,1,1,1,4,1,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,5,2,2,1,1,1,2,1,2,3,2,2,4,3,4,4,4,4,3,3,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,2,3,1,1,1,1,2,3,5,3,5,4,5,3,5,3,2,5,5,5,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,3,1,1,1,3,2,3,5,4,5,4,4,1,4,4,3,4,1,5,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,3,0,2,1,1,2,4,2,5,4,4,2,4,4,2,2,2,2,2,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,3,1,1,1,1,2,3,4,4,4,5,5,1,3,3,3,4,3,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,4,0,2,1,1,1,1,2,4,4,4,3,4,1,3,1,1,4,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,5,2,1,1,1,1,3,1,3,1,1,1,1,1,2,3,1,1,1,3,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,0,0,1,1,4,4,3,4,3,3,5,2,3,2,2,3,2,2,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,0,1,1,1,4,2,5,3,4,3,3,4,2,2,1,4,3,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,1,0,1,1,1,2,1,5,5,5,5,5,1,1,1,1,1,2,1,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,2,1,1,5,4,2,2,4,4,4,3,2,4,3,2,2,4,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,1,0,1,1,1,2,1,5,5,5,5,4,2,1,2,2,2,3,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,11,10,1,3,1,1,1,4,3,3,5,5,5,4,2,4,1,3,3,2,4,5,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,3,3,1,1,1,1,4,1,4,1,4,4,4,2,1,3,1,1,4,5,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,0,0,1,1,4,4,4,4,4,4,2,1,4,4,4,4,4,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,2,3,1,1,1,1,2,4,4,4,4,4,4,1,3,3,4,4,2,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,0,0,1,1,4,1,1,4,4,4,2,2,1,4,4,4,4,4,1,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,2,1,1,1,4,4,1,4,4,4,2,4,4,1,2,4,4,2,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,3,0,1,1,1,3,3,5,5,5,5,2,2,3,4,2,4,3,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,3,1,1,1,3,2,3,4,4,4,4,4,2,1,2,2,2,3,3,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,3,1,1,1,3,2,3,4,5,4,5,4,1,2,3,2,3,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,3,1,1,1,4,3,4,4,2,5,3,3,3,1,1,2,3,4,5,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,2,1,1,1,1,2,3,5,5,4,4,5,2,4,4,3,2,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,5,1,2,1,1,1,1,1,5,5,5,5,5,1,3,3,2,1,4,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,2,1,0,1,1,4,2,3,4,5,5,3,1,3,1,1,1,1,3,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,2,1,1,1,4,2,4,4,3,5,3,4,3,3,4,3,4,4,3,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,3,1,1,1,2,4,2,5,4,3,4,4,1,1,1,2,2,4,5,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,1,2,2,1,1,1,1,2,3,2,3,2,3,2,2,2,3,2,2,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,2,0,1,1,1,3,3,5,4,4,5,5,2,1,4,1,1,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,3,2,1,1,1,2,3,5,3,5,5,5,2,1,1,3,4,2,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,5,0,0,1,1,1,2,3,5,5,5,5,5,1,1,4,2,3,4,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,3,2,1,1,1,3,2,5,4,5,5,4,2,3,5,4,3,4,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,2,1,1,4,4,2,4,4,4,5,3,2,1,3,3,3,4,3,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,2,10,3,2,1,1,1,3,3,1,3,4,4,5,4,3,4,2,2,4,3,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,1,3,2,1,1,2,1,1,5,4,5,5,5,1,1,3,1,2,4,3,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,4,0,1,1,1,1,2,1,5,5,5,3,4,4,1,5,5,2,4,2,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,3,1,1,1,4,4,3,4,4,4,5,1,4,2,3,3,3,3,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,0,10,1,2,1,1,1,1,3,1,4,2,2,4,5,2,2,4,2,4,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,1,0,1,1,4,4,4,5,5,5,4,3,4,3,4,5,4,3,2,3,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,1,1,1,1,2,2,2,4,4,4,5,4,2,4,4,2,4,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,2,1,1,1,4,3,1,5,5,5,4,2,4,1,1,3,4,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,0,0,1,1,3,1,2,1,1,1,1,1,3,2,3,3,2,1,1,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,3,1,1,1,5,4,5,5,5,5,5,1,2,1,1,4,2,4,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,2,2,1,1,1,1,2,2,5,3,2,5,5,2,1,4,1,2,3,3,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,2,10,2,0,2,1,1,1,2,3,5,5,5,4,3,2,3,3,4,4,4,5,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,6,10,1,3,1,1,1,1,1,1,4,4,4,4,4,1,1,4,4,1,1,1,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
0,0,10,1,3,1,1,1,1,1,3,5,2,5,5,5,1,4,2,3,2,4,5,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
1,6,10,1,3,1,1,1,1,1,3,5,4,4,4,1,1,4,5,3,4,2,4,1,1,1,2,6,13,17,7,14,5,2,4,4,4,4,4,3
